Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32110452820;Прочие;Покупка пульта типа ВТУ-01М2;;;1;Покупка пульта типа ВТУ-01М2;278500.00;RUB;;;;;26.51.8: Части и принадлежности оборудования для измерения, испытаний и навигации;26.51.8: Части и принадлежности оборудования для измерения, испытаний и навигации;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;07.07.2021;07.07.2021;Закупка завершена;;07.07.2021;19.07.2021;
223-ФЗ;№32110435197;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оборудование для участия и проведения чемпионата России по международному некоммерческому движению Worldskills на межрегиональном уровне;;;1;Оборудование для участия и проведения чемпионата России по международному некоммерческому движению Worldskills на межрегиональном уровне;1652658.00;RUB;;;;;27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки;27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;07.07.2021;Закупка завершена;;30.06.2021;14.07.2021;
44-ФЗ;№0173100009521000075;Открытый конкурс в электронной форме;«Научно-методическое и информационно-аналитическое обеспечение управления результатами научно-технической деятельности, полученными по государственной программе Российской Федерации «Развитие судостроения и техники для освоения шельфовых месторождений», шифр «Управление ИС?ГПРС?3»;;'211770559633977030100100540027219244';;;140000000.00;RUB;;;;;72.19.29.190: Услуги (работы), связанные с научными исследованиями и экспериментальными разработками в области технических наук и в области технологий, прочие, не включенные в другие группировки, кроме биотехнологии;72.19.29.190: Услуги (работы), связанные с научными исследованиями и экспериментальными разработками в области технических наук и в области технологий, прочие, не включенные в другие группировки, кроме биотехнологии;МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ;МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ;11.06.2021;06.07.2021;Определение поставщика завершено;;11.06.2021;06.07.2021;
44-ФЗ;№0173100009521000074;Открытый конкурс в электронной форме;«Научно-методическое обеспечение мероприятий и обоснование основных параметров реализации государственной программы Российской Федерации «Развитие судостроения и техники для освоения шельфовых месторождений», шифр «Сопровождение ГПРС-4»;;'211770559633977030100100540017219244';;;250000000.00;RUB;;;;;72.19.29.190: Услуги (работы), связанные с научными исследованиями и экспериментальными разработками в области технических наук и в области технологий, прочие, не включенные в другие группировки, кроме биотехнологии;72.19.29.190: Услуги (работы), связанные с научными исследованиями и экспериментальными разработками в области технических наук и в области технологий, прочие, не включенные в другие группировки, кроме биотехнологии;МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ;МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ;11.06.2021;06.07.2021;Определение поставщика завершено;;11.06.2021;06.07.2021;
44-ФЗ;№0372200109521000026;Открытый конкурс в электронной форме;Оказание услуг по техническому обслуживанию и текущему ремонту комплексных систем обеспечения безопасности (КСОБ) в учреждениях, подведомственных Комитету по образованию в 2021-2022 году;;212780501047778050100100720010000244, 212780501122378050100100320018020244, 212780501648678050100100870010000244, 212780505901778050100100280010000244, 212780530535078050100100140010000244, 212780701486178070100101050010000244, 212780701764778070100100260010000244, 212780735408978070100100250010000244, 212780802324178400100102130010000244, 212781106021178110100100400010000244, 212781106352678110100100680010000244, 212781106706278110100100490010000244, 212781315121778380100100300018020244, 212781700530578170100100920010000244, 212781901283778190100100230010000244, 212782533744978400100100660010000244, 212782543039978410100100390010000244, 212782543079078420100100110018020244, 212782570698578420100100690010000244;;;34408326.67;RUB;;;;;"80.20.10.000: Услуги систем обеспечения безопасности; 43.21.10.140: Работы по монтажу систем пожарной сигнализации и охранной сигнализации";"80.20.10.000: Услуги систем обеспечения безопасности; 43.21.10.140: Работы по монтажу систем пожарной сигнализации и охранной сигнализации";;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИНДУСТРИАЛЬНО-СУДОСТРОИТЕЛЬНЫЙ ЛИЦЕЙ""";28.05.2021;06.07.2021;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;28.05.2021;23.06.2021;
223-ФЗ;№32110449316;Закупка у единственного поставщика (подрядчика, исполнителя);Закупка одежды;;;1;Закупка одежда;981000.00;RUB;;;;;14.1: Одежда, кроме одежды из меха;14.1: Одежда, кроме одежды из меха;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;06.07.2021;06.07.2021;Закупка завершена;;06.07.2021;;
223-ФЗ;№32110449130;Закупка у единственного поставщика (подрядчика, исполнителя);"Работы по аварийному ремонту участков кровли, находящихся по адресу: г. Санкт-Петербург, ул. Трефолева, д. 2, лит. БЕ; ул. Трефолева, д. 4, корп. 3";;;1;"Работы по аварийному ремонту участков кровли, находящихся по адресу: г. Санкт-Петербург, ул. Трефолева, д.2, лит БЕ; ул. Трефолева, д.4, корп. 3";1092615.60;RUB;;;;;43.91.19: Работы кровельные прочие;43.91.19: Работы кровельные прочие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;06.07.2021;06.07.2021;Закупка завершена;;06.07.2021;;
223-ФЗ;№32110449013;Закупка у единственного поставщика (подрядчика, исполнителя);Проведение комплекса инженерно-геологических изысканий для определения необходимых мероприятий по усилению оснований и фундаментов, разработка проекта усиления оснований и фундаментов научного производственного корпуса № 1 в осях 1-20 в связи с наличием неравномерных деформаций и трещин», расположенного по адресу: г.Санкт-Петербург, ул.Промышленная д.7, литер А   ;;;1;Комплекс работ инженерно-геологических изысканий для определения необходимых мероприятий по усилению оснований и фундаментов, разработка проекта усиления оснований и фундаментов научно-производственного корпуса №1 в осях 1-20 в связи с наличием неравномерных деформаций и трещин, расположенного по адресу: г. Санкт-Петербург,  ул. Промышленная, д.7;1362000.00;RUB;;;;;71.12.3: Услуги в области геологических, геофизических и взаимосвязанных изыскательных работ и консультативные услуги;71.12.3: Услуги в области геологических, геофизических и взаимосвязанных изыскательных работ и консультативные услуги;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;06.07.2021;06.07.2021;Закупка завершена;;06.07.2021;;
223-ФЗ;№32110443281;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуги по обеспечению условий для подготовки диссертации на соискание ученой степени кандидата наук, без освоения программ подготовки научно- педагогических кадров в аспирантуре, но научной специальности 2.5.19(05.08.04) «Технология судостроения и судоремонта, организация судостроительного производства» на кафедре «Технология судостроения»;;;1;Оказание услуги по обеспечению условий для подготовки диссертации на соискание ученой степени кандидата наук, без освоения программ подготовки научно-педагогических кадров в аспирантуре, по научной специальности 2.5.19(05.08.04) «Технология судостроения и судоремонта, организация судостроительного производства» на кафедре «Технология судостроения»;198000.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;02.07.2021;02.07.2021;Закупка завершена;;02.07.2021;;
223-ФЗ;№32110418741;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Огнетушители;;;1;Огнетушители;200000.00;RUB;;;;;28.29.22.110: Огнетушители;28.29.22.110: Огнетушители;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;25.06.2021;02.07.2021;Закупка завершена;;25.06.2021;09.07.2021;
223-ФЗ;№32110435606;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Инструмент;;;1;Инструмент;14302011.67;RUB;;;;;25.73.60.190: Инструмент прочий, не включенный в другие группировки;25.73.60.190: Инструмент прочий, не включенный в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;30.06.2021;Закупка завершена;;30.06.2021;09.07.2021;
223-ФЗ;№32110435491;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Измерительный инструмент;;;1;Измерительный инструмент;494540.38;RUB;;;;;26.51.33.199: Инструмент измерительный прочий, не включенный в другие группировки;26.51.33.199: Инструмент измерительный прочий, не включенный в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;30.06.2021;Закупка завершена;;30.06.2021;09.07.2021;
223-ФЗ;№32110435388;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Компьютерное оборудование для подготовки к корпоративному чемпионату;;;1;Компьютерное оборудование для подготовки к корпоративному чемпионату;684720.00;RUB;;;;;26.20.11.110: Ноутбуки, в том числе портативные в защищенном исполнении, предназначенные для работы в сложной среде эксплуатации;26.20.11.110: Ноутбуки, в том числе портативные в защищенном исполнении, предназначенные для работы в сложной среде эксплуатации;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;30.06.2021;Закупка завершена;;30.06.2021;09.07.2021;
223-ФЗ;№32110432368;Закупка у единственного поставщика (подрядчика, исполнителя);Поставка запасных частей и расходных материалов для вычислительной и оргтехники;;;1;Запасные части и расходные материалы для вычислительной и оргтехники;218776.60;RUB;;;;;28.23.25: Части и принадлежности прочих офисных машин;28.23.25: Части и принадлежности прочих офисных машин;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;30.06.2021;Закупка завершена;;30.06.2021;;
223-ФЗ;№32110435161;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Дизельное топливо ЕВРО 5 (ДТ-Л-К5);;;1;Дизельное топливо ЕВРО 5 (ДТ-Л-К5);2820000.00;RUB;;;;;19.20.21.345: Топливо дизельное межсезонное экологического класса К5;19.20.21.345: Топливо дизельное межсезонное экологического класса К5;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;30.06.2021;Закупка завершена;;30.06.2021;09.07.2021;
223-ФЗ;№32110432620;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оборудование для участия и проведения чемпионата России по международному некоммерческому движению Worldskills на межрегиональном уровне;;;1;Оборудование для участия и проведения чемпионата России по международному некоммерческому движению Worldskills на межрегиональном уровнем;1652658.00;RUB;;;;;27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки;27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.06.2021;30.06.2021;Закупка отменена;;30.06.2021;09.07.2021;
223-ФЗ;№32110427720;Прочие;"Разработка мультимедийного программного обеспечения (далее- МПО) для демонстрации деятельности и достижений АО ""ЦТСС"" и эксплуатации на оборудовании экспоната № 4.8 ""Технологии и продукты"" корпоративного информационного центра АО ""ЦТСС"" (далее - КИЦ): Сенсорный дисплей 22 (дюйма) 1920Х1080 (MultiSync V323-2 PG), Компьютер (i7 7700/16GB/ 240Гб SSD/GeForce GTX1060 3Gb/ 500w win10 pro, PC1620-18). Громкоговорители Apart (SDQ5P)";;;1;"Разработка мультимедийного программного обеспечения (далее- МПО) для демонстрации деятельности и достижений АО ""ЦТСС"" и эксплуатации на оборудовании экспоната № 4.8 ""Технологии и продукты"" корпоративного информационного центра АО ""ЦТСС"" (далее - КИЦ): Сенсорный дисплей 22 ( дюйма) 1920Х1080 (MultiSync V323-2 PG), Компьютер (i7 7700/16GB/ 240Гб SSD/GeForce GTX1060 3Gb/ 500w win10 pro, PC1620-18). Громкоговорители Apart (SDQ5P)";706050.00;RUB;;;;;59.12.15.000: Услуги в области анимации;59.12.15.000: Услуги в области анимации;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;29.06.2021;29.06.2021;Закупка завершена;;29.06.2021;09.07.2021;
44-ФЗ;№0124200000621003519;Электронный аукцион;Поставка стеллажей металлических;;'212290201625029020100100290023101244';;;100666.60;RUB;;;;;31.01.1: Мебель для офисов и предприятий торговли;31.01.10.000-00000008: Стеллаж офисный;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;07.06.2021;28.06.2021;Определение поставщика завершено;Организациям инвалидов в соответствии со ст. 29 Закона № 44-ФЗ - 15%;07.06.2021;23.06.2021;
44-ФЗ;№0124200000621002909;Электронный аукцион;Поставка текстильных изделий;;'212290201625029020100100270020000244';;;276000.00;RUB;;;;;"31.03.12.120: Матрасы беспружинные; 13.92.24.140: Подушки";13.92.24.140-00000002: Подушка;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;18.05.2021;28.06.2021;Определение поставщика завершено;;18.05.2021;23.06.2021;
223-ФЗ;№32110335494;Прочие;Поставка полособульба несимметричного стального г/к для судостроения;;;1;Поставка полособульба несимметричного стального г/к для судостроения;601090.80;RUB;;;;;24.10.3: Прокат листовой горячекатаный стальной, без дополнительной обработки;24.10.3: Прокат листовой горячекатаный стальной, без дополнительной обработки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОРОССИЙСКИЙ СУДОРЕМОНТНЫЙ ЗАВОД""";;31.05.2021;28.06.2021;Закупка завершена;;31.05.2021;12.07.2021;
223-ФЗ;№32110418693;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Строгач для воздушно-дуговой строжки на 600А;;;1;Строгач для воздушно-дуговой строжки на 600А;389358.11;RUB;;;;;28.29.70.110: Оборудование и инструменты для пайки мягким и твердым припоем, и сварки неэлектрические и их комплектующие (запасные части), не имеющие самостоятельных группировок;28.29.70.110: Оборудование и инструменты для пайки мягким и твердым припоем, и сварки неэлектрические и их комплектующие (запасные части), не имеющие самостоятельных группировок;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;25.06.2021;25.06.2021;Закупка завершена;;25.06.2021;05.07.2021;
44-ФЗ;№0124200000621003588;Электронный аукцион;Поставка шкафов металлических;;'212290201625029020100100290013101244';;;57266.65;RUB;;;;;31.01.11.121: Шкафы для одежды металлические;"31.01.11.121-00000003: Шкаф для одежды металлический; 31.01.11.121-00000006: Шкаф хозяйственный металлический";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;09.06.2021;23.06.2021;Определение поставщика завершено;Организациям инвалидов в соответствии со ст. 29 Закона № 44-ФЗ - 15%;09.06.2021;23.06.2021;
223-ФЗ;№32110395453;Закупка у единственного поставщика (подрядчика, исполнителя);Разработка программного обеспечения (далее - ПО) для робота Fanuc LR Mate 200iD 7L E-113008;;;1;Разработка программного обеспечения (далее - ПО) для робота Fanuc LR Mate 200iD 7L E-113008;126000.00;RUB;;;;;59.12.15.000: Услуги в области анимации;59.12.15.000: Услуги в области анимации;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;18.06.2021;18.06.2021;Закупка завершена;;18.06.2021;;
223-ФЗ;№32110394327;Прочие;Медицинские услуги по забору биоматериала на COVID-19 (г. Астрахань);;;1;Медицинские услуги по забору биоматериала на сovid-19  (г. Астрахань) ;7179000.00;RUB;;;;;86.90.19.190: Услуги в области медицины прочие, не включенные в другие группировки;86.90.19.190: Услуги в области медицины прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;18.06.2021;18.06.2021;Закупка завершена;;18.06.2021;30.06.2021;
223-ФЗ;№32110393269;Прочие;Оказание метрологических услуг;;;1;Оказание метрологических услуг;200000.00;RUB;;;;;71.12.40.120: Услуги в области метрологии;71.12.40.120: Услуги в области метрологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.06.2021;17.06.2021;Закупка завершена;;17.06.2021;29.06.2021;
44-ФЗ;№0372200034821000013;Электронный аукцион;Поставка СОЖ для станков с ЧПУ в 2021г.;;'212780505901778050100100300020000244';;;34669.00;RUB;;;;;20.59.41.000: Материалы смазочные;20.59.41.000: Материалы смазочные;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";04.06.2021;15.06.2021;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;04.06.2021;15.06.2021;
223-ФЗ;№32110375505;Прочие;Поставка периодических изданий во 2 пг 2021 г.;;;1;Поставка периодических изданий во 2 пг 2021 г.;329223.71;RUB;;;;;58.14.19.000: Журналы печатные прочие и периодические издания;58.14.19.000: Журналы печатные прочие и периодические издания;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.06.2021;10.06.2021;Закупка отменена;;10.06.2021;23.06.2021;
223-ФЗ;№32110372722;Закупка у единственного поставщика (подрядчика, исполнителя);Поставка пледов с логотипом Союзпроектверфь-90 лет;;;1;Поставка пледов с логотипом Союзпроектверфь-90 лет;683844.00;RUB;;;;;13.92.11.120: Пледы дорожные;13.92.11.120: Пледы дорожные;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.06.2021;10.06.2021;Закупка завершена;;10.06.2021;;
223-ФЗ;№32110372678;Закупка у единственного поставщика (подрядчика, исполнителя);Изготовление и поставка юбилейной медали «Союзпроектверфь-90 лет» в футляре;;;1;Изготовление и поставка юбилейной медали «Союзпроектверфь-90 лет» в футляре;480000.00;RUB;;;;;32.12.99.215: Услуги по изготовлению памятных медалей по индивидуальному заказу населения;32.12.99.215: Услуги по изготовлению памятных медалей по индивидуальному заказу населения;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.06.2021;10.06.2021;Закупка завершена;;10.06.2021;;
223-ФЗ;№32110372615;Закупка у единственного поставщика (подрядчика, исполнителя);Работы по аварийному ремонту забора, расположенного по адресу: г. Санкт-Петербург, ул. Промышленная, д.7;;;1;Работы по аварийному ремонту забора, расположенного по адресу: г. Санкт-Петербург, ул. Промышленная, д.7 ;398454.00;RUB;;;;;42.99.19: Сооружения гражданские прочие, не включенные в другие группировки;42.99.19: Сооружения гражданские прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.06.2021;10.06.2021;Закупка завершена;;10.06.2021;;
223-ФЗ;№32110372492;Закупка у единственного поставщика (подрядчика, исполнителя);"Услуги по обучению по дополнительной профессиональной программе повышения квалификации ""Стратегическое управление""";;;1;"Услуги по обучению по дополнительной профессиональной программе повышения квалификации ""Стратегическое управление""";165000.00;RUB;;;;;85.42: Услуги по дополнительному профессиональному образованию;85.42: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.06.2021;10.06.2021;Закупка завершена;;10.06.2021;;
223-ФЗ;№32110370308;Прочие;Поставка расходных материалов к сварочному оборудованию;;;1;Поставка расходных материалов к сварочному оборудованию;241200.00;RUB;;;;;26.51.82.190: Комплектующие (запасные части), не включенные в другие группировки, не имеющие самостоятельных группировок;26.51.82.190: Комплектующие (запасные части), не включенные в другие группировки, не имеющие самостоятельных группировок;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;09.06.2021;09.06.2021;Закупка завершена;;09.06.2021;22.06.2021;
44-ФЗ;№0124200000621002915;Электронный аукцион;Поставка текстильных изделий;;'212290201625029020100100270010000244';;;303333.00;RUB;;;;;"13.92.11: Одеяла и дорожные пледы (кроме электрических одеял); 13.92.12.114: Комплекты постельного белья из хлопчатобумажных тканей; 13.92.14: Белье туалетное и кухонное";"13.92.11.000-00000004: Одеяло; 13.92.14.000-00000001: Полотенце текстильное";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;18.05.2021;04.06.2021;Определение поставщика завершено;Организациям инвалидов в соответствии со ст. 29 Закона № 44-ФЗ - 15%;18.05.2021;01.06.2021;
44-ФЗ;№0372200034821000012;Электронный аукцион;Поставка смазочных масел для станков и оборудования в 2021г.;;'212780505901778050100100300010000244';;;60953.66;RUB;;;;;"19.20.29.150: Масла компрессорные; 19.20.29.140: Масла индустриальные; 19.20.29.200: Дистилляты тяжелые, не включенные в другие группировки";"19.20.29.150: Масла компрессорные; 19.20.29.140: Масла индустриальные; 19.20.29.200: Дистилляты тяжелые, не включенные в другие группировки";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";25.05.2021;03.06.2021;Определение поставщика завершено;;25.05.2021;02.06.2021;
223-ФЗ;№32110340526;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Портативный анализатор спектра;;;1;Портативный анализатор спектра;2478027.67;RUB;;;;;26.51.43.110: Приборы цифровые электроизмерительные;26.51.43.110: Приборы цифровые электроизмерительные;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;01.06.2021;01.06.2021;Закупка завершена;;01.06.2021;09.06.2021;
44-ФЗ;№0472100002021000001;Открытый конкурс в электронной форме;Оказание услуг по проведению обязательного аудита бухгалтерской (финансовой) отчетности Акционерного общества «Центр технологии судостроения и судоремонта» (АО «ЦТСС») по российским стандартам бухгалтерской отчетности за 2021 г. и аудита консолидированной финансовой отчетности АО «ЦТСС» за 2021 год;;'211780548293878050100100000016920000';;;1537200.00;RUB;;;;;69.20.10.000: Услуги по проведению финансового аудита;69.20.10.000: Услуги по проведению финансового аудита;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";27.04.2021;01.06.2021;Определение поставщика завершено;;27.04.2021;27.05.2021;
